term,2014-10-15,2014-10-22,2014-10-01,2014-10-08
wheresobama,2,0,4,1
whet,0,2,1,3
whi,1,0,1,2
whiney,0,2,1,1
whipped,3,5,0,2
whipping,5,5,0,16
whiskey,4,2,5,0
whisky,2,0,1,1
whispertheocean,2,0,3,2
whit,0,13,1,1
whitcurtisphoto,3,0,5,3
white_supremacy,1,0,1,1
whiteamerica,4,2,0,5
whitecolonialism,2,0,5,9
whiteflight,1,2,1,0
whitefolks,0,1,1,1
whitegenocide,1,2,0,3
whitepanic,0,1,2,3
whitepeopleproblems,2,1,1,0
whitesupremacist,1,1,1,0
whitetwitter,3,0,1,4
whitewashed,1,1,1,0
whitewashing,2,1,1,0
whiteys,4,1,0,2
whitlockjason,0,2,1,11
whn,2,4,0,4
wholeheartedly,1,1,1,0
wholesale,0,1,2,1
whooped,3,4,0,1
whooping,1,1,1,0
whovianfreak2,2,2,1,0
whu,2,4,0,1
whufc,8,17,0,1
whyaccomplished,0,1,7,1
whyprofessorwhy,1,0,19,3
wic,3,3,0,2
wicked_cricket,2,1,0,5
wickedness,1,0,1,2
wickedpissah2o7,1,2,0,1
widow,0,2,2,1
wield,20,5,0,3
wigger,1,0,1,2
wildchildwendy,6,1,3,0
wilfred,0,2,1,1
wilgafney,0,5,3,9
wilin,5,9,4,0
wilkowmajority,3,17,0,1
willb,2,0,2,1
william53604792,1,0,6,2
williamcander,1,1,0,2
willingness,1,2,1,0
willisrarnold,4,0,3,6
willmcavoyacn,1,0,1,2
willy,1,2,2,0
willyfelipe,1,2,0,2
willyfelipe1,1,2,0,2
wilmadison,1,1,0,1
wilw,0,1,1,2
wimmer,1,2,0,2
wimp,1,2,0,3
windsor,1,0,4,6
windy,0,4,3,2
wing_dong,29,22,0,11
winger,0,7,2,11
wingerroc,1,1,0,1
wingnutte,0,2,4,1
wings,0,4,6,5
wiped,2,0,2,1
wiping,0,1,2,2
wisest,0,1,1,2
withdraw,0,5,1,1
withheld,2,8,0,2
withhold,0,1,3,3
withtimferguson,0,1,1,2
wittier9,0,2,4,1
wizdom4you,0,1,1,1
wizkhalifa,1,2,3,0
wm,2,1,1,0
wmdgdarkgoddess,3,0,1,2
wnt,0,3,1,2
woahhh,1,0,2,5
woc,4,2,0,5
wolves,0,11,2,6
womenshealth,1,0,1,1
woodward,2,3,0,3
woodwork,2,2,2,0
wool,3,1,1,0
wor,1,2,0,1
worcester,1,1,2,0
wordsdefinelife,6,7,0,8
workin,3,7,0,2
workout,0,2,2,1
worldseries,9,12,0,7
worldsoccertalk,1,1,1,0
worldsports,1,0,1,1
worm,2,2,1,0
worms,0,2,1,2
worrall,1,0,1,1
worrisome,1,0,2,1
worsen,1,1,1,0
worshiping,1,2,2,0
worthamille,2,2,1,0
wot,0,1,1,2
wowwww,1,1,0,2
wqad,1,2,0,1
wrapped,0,1,1,4
wrapping,0,1,1,3
wrecks,1,1,0,4
wrestler,1,1,2,0
wring,1,0,2,1
wristband,1,0,3,1
writ,0,2,1,1
write31days,0,1,1,1
writeup,1,1,0,1
wrongdoing,2,0,3,2
wronged,1,4,0,2
wrongly,0,2,4,3
wsbtv,0,12,2,1
wsjasia,1,0,1,3
wswpguild,1,1,1,0
wt,0,2,1,2
wtbpodcast,2,3,0,4
wtc,1,2,0,3
wtop,1,0,1,3
wts,1,0,1,1
wtsp10news,1,1,1,0
wusa9,1,1,0,2
wvon1690,0,3,1,3
ww1,1,1,3,0
ww3,1,1,1,0
wоrld,1,0,4,3
x2,2,2,0,1
x3,2,0,2,1
xandrarj14,0,1,3,4
xc,3,1,1,0
xlt,4,0,2,7
xmas,6,9,0,4
xnxx,1,2,0,4
xombiedirge,0,4,5,1
xoxoxo,1,1,0,1
xp,3,0,1,2
xshularx,1,3,0,10
xtra,2,1,0,1
xulamasscomm,0,2,3,2
xxxx,0,1,2,3
yaf,3,0,6,2
yahoonewsdigest,0,3,2,4
yan,2,2,0,1
yankeebrit77,1,5,0,1
yankees,3,0,2,1
yasminmitri,0,1,1,1
yass,1,3,2,0
yates,10,1,0,15
yawn,0,8,7,7
yawns,1,0,1,1
yazidis,1,1,0,1
ydanasmithdutra,0,1,2,2
yeezus,0,2,2,1
yellowdogoftx,2,1,0,1
yelp,0,1,8,4
yeshacallahan,1,1,0,1
yesss,0,4,3,2
yesssss,1,3,2,0
yessssss,1,0,1,1
yg,0,2,1,1
yield,0,2,2,4
yn,3,0,2,2
yng,1,0,2,1
ynpierce,1,0,5,3
ynwa,0,2,2,6
yoda,1,0,1,1
yoga,2,2,0,4
yokoono,1,0,1,1
yolo,3,1,0,1
yondii,0,8,4,8
yonomepeino,1,0,1,3
yooo,4,0,1,1
yooooo,1,0,2,1
yoooooo,1,1,0,1
yor,2,2,0,3
yorker,4,0,1,1
youarefootball,1,4,0,3
youcantmakethisshitup,1,0,1,1
youngest,3,2,0,3
youngins,0,1,1,3
youngjeezy,1,0,1,1
youranonlive,0,3,4,11
yous,0,2,1,1
youself,0,1,1,1
youve,1,0,1,1
yrself,0,2,1,1
yuck,1,10,3,0
yung,1,1,0,3
yvonne33333,2,3,0,2
zach,3,1,0,8
zachary,1,2,0,2
zack,1,0,1,6
zagbort,1,0,1,1
zayn,5,6,0,4
zazzle,1,0,1,1
zeal,1,3,0,1
zealand,1,1,0,2
zebra,0,1,5,1
zee,0,1,6,2
zeediddy28,0,1,1,1
zerlinamaxwell,2,1,0,1
ziggy,1,0,1,2
zim,1,1,0,2
zimbabwe,1,2,0,3
zite,1,1,0,1
zoe,55,0,2,5
zoll,4,0,1,2
zowilliams,1,1,0,1
zucker,1,0,2,1
zz2aa,6,1,0,12
zzelda01,0,2,1,2
нere,4,0,1,1
оur,6,0,9,3
оut,1,0,2,1
سكس,0,6,1,4
قحاب,1,2,0,3
ورعان,1,1,0,1
ユルブリンナー,1,0,3,1
